Comment,Sentiment
รักหมอพรทิพย์นะแต่ตั้งแต่วันนี้ไปมึงกับคือ เดินคนเส้นค่ะอีหมอ,neg
รัฐบาลชุดนี้มีเกียรติด้วยเหรอ มีแต่เกลียด,neg
รัฐบาลทำไมทำร้ายเค้าแบบนี้,neg
รัฐบาลไทยชุดนี้ไม่ให้ความสำคัญกับการศึกษา ประเทศจึงไร้อนาคต,neg
รัฐบาลหัวควย..ปากบอกว่ามาช่วยคนจนๆๆๆ..ที่ไหนได้แมร่งเอาความสุขของคนจนๆๆไปทำมาหาแดกเสียเอง..หมดทางขูดรีดกับคนรวยก็มาลงกับคนจน..ทนต่อไปครับประเทศนี้..ส่วนตัวคิดว่าคนที่แย่จริงๆๆๆคือร้านค้าน่ะครับ..ของแพงๆๆๆใครมันจะมาซื้อแดกครับ เบียร์ลีโอขวดล่ะ80 ค่าแรงขั้นต่ำ300 ใครโง่แดกก็เชิญเถอะครับ,neg
รัฐประหาร ใช้อำนาจ ม.44 ปฏิญาณตนเข้ารับตำแหน่งไม่ครบ เหมืองทองอัครา พ.ร.ก.อุ้มหาย ฯลฯ,neg
รับเงินมาแล้วเผาadส่งไงฮะ ถถถถถถถถถถ,neg
ราคากับคุณภาพ และปริมาณหนัง+series สวนทางกันอย่างชัดเจนรู้สึกเหมือนโดนเอาเปรียบ คอนเทนต์ไก่กา ราคาเจ้าสัว แต่ก่อนยอมจ่ายทิ้ง ดูบ้างไม่ดูบ้างก็ยังไม่ค่อยเสียดาย แต่ขึ้นราคามาขนาดนี้ บาย !! กลับบ้านเก่าเถอะน๊าาาา,neg
ราคากับภาพสินค้าดูสวนทางกัน เหมือนเอาเหล้าหงษ์ทองเทใส่ขวดรีเจนซี่,neg
ราคาเดิมยังไม่ค่อยมีอะไรดูเลย กดเข้ามาทีไรก็ไม่มีอะไรดู เข้าหลายๆทีก็เหมือนเดิม สุดท้ายก็ไม่เข้าล่ะ เสียเวลาครับ,neg
ราคาต้องอย่างนี้ถึงจะเป็นรถพี่โตของจริงแพงคงเส้นคงวาถ้าขึ้นชื่อว่าโตโยต้า,neg
ราคานี้ คงจะขายยาก เพราะซื้อ คัมรี่ ได้ถึง 2 คัน,neg
ราคาผ้าอนามัยคือแพงจนแทบจากลายเปน luxury goods ไปแล้ว อันนี้เทียบค่าแรงขั้นต่ำนะ มาทีสามสี่วัน ใช้วันละอย่างต่ำ 4-5 แผ่น ราคาปาไปเท่าไหร่ อยากให้พรรคการเมืองหันมาเล่นตรงนี้ด้วย เราผู้หญิงต้องแบกรับราคาของสุขภาวะตัวเองตั้งแต่เริ่มมีเมนจนเมนสหมด เปน cost ที่รัฐควรต้องช่วยดูแลอะ,neg
ราคาผ้าอนามัยเนี่ย เป็นอีกอย่างที่รู้สึกว่ามันเศร้า เราเคยมีช่วงที่ไม่มีเงินจะกินข้าวแล้วอะ แต่ต้องเจียดเงินเกือบร้อยไปซื้อผ้าอนามัย แล้วลองคิดถึงคนที่เขาเจอปัญหาแบบนี้ตลอดเวลาดิ น่าเห็นใจนะ มีสองทางคืออดข้าว หรือ ใช้ผ้าอย่างอื่นแทน ซึ่งก็ไม่สะอาดและทำให้ไม่สะดวกกับการใช้ชีวิต,neg
ราคาลูกปืนถูกครับคุณภาพคงตามราคา ผมใช้นาวาร่าบอกเลยค่าอะไหล่ จุก! แต่ก็ได้9ปีนะต่อการเปลี่ยน1ครั้ง,neg
ราคาอิงจากบริษัทโดยตรง เบียร์ช้างเฉลี่ยขวดละ 118 บาท เบียร์ลีโอเฉลี่ยขวดละ 111 บาท #แพงชิบหาย 😭😭😭😭😭 ต้มเหล้ากินเองละกาน,neg
ร่างกฎหมายอะไรไว้ทำอะไรไว้กรรมมันย้อนหลังหมดเลยร่างกฎหมายไว้เอาผิดย้อนหลังได้เอาแค่เมืองอัคราอย่างเดียวฟื้นมาใหม่นี่ผิดเต็มๆ,neg
ร่างกายกุแย่ค่ะมึงไม่รู้จะรอดป่าว กินแบบนี้ไม่ได้เลย นี่ก็ว่าจะไปหาหมออยู่,neg
รางวัลอะไร อินเตอร์ตายล่ะ #True เป็นบริษัทระดับชาติที่มี backend ห่วย ทำงานได้น่าเกลียดมาก และเดาได้ว่านั่นเป็นเพราะ KPI กดหัว call centre ให้โรยผักชีเปิด ticket กลบขี้งานปัญหาที่ตัวเองไม่ล้าง แถมทุกครั้งที่คุยกัน แกก็ไม่รู้มั่นหน้ามาจากไหน เถียงลูกค้าฉอดๆ ก่อนจะฟังว่าลูกค้ากำลังจะพูดเรื่องอะไร ร้อยละ 80 เกิดเพราะแกตกข่าวเอง และไม่ยอมรับแต่ต้นว่าตัวเองไม่รู้อะไร ยอมรับก่อนสิแล้วฟัง จะได้เข้าใจกันก่อนคุยต่อ ไม่ใช่ว่าเราไม่พยายามเข้าใจ เพราะเราทำงานพบลูกค้าโดยตรงเหมือนกัน เราขอโทษลูกค้าก่อนตั้งเท่าไรทั้งที่เราไม่ได้ทำผิด แต่บริษัทเราผิด เราฟังลูกค้าเป็นชั่วโมงทั้งที่ปัญหาเล็กนิดเดียวและไม่เกี่ยวกับเราโดยตรง คุณคือหน้าของบริษัทนะ ไม่ใช่ก้นของบริษัท เขาไม่ได้จ้างคุณมานั่งกับตด แต่คุณเป็นบริษัทที่ไม่โปรมากๆ ตั้งแต่ตอบว่า “ถ้าการเงินของลูกค้าอยู่ต่างประเทศต้องการเอกสารภาษาอังกฤษหรอคะ” - แกคิดว่าคนทั้งโลกพูดภาษาไทย? “เรามีบุคลากรที่พูดและทำภาษาอังกฤษได้จำกัด โทรติดต่อต่างชาติแผนกเราทำให้ไม่ได้ค่ะ หุากเราต้องติดต่อต่างประเทศเราต้องมีค่าใช้จ่ายเพิ่ม” - แล้วแกจะมีแผนกธุรกิจรับติดต่อต่างชาติทำไมคะ แล้วแกเป็นบริษัทเครือข่ายสัญญาณนะ “ลูกค้าทำเองไม่ผ่านฝ่ายต่างประเทศไม่ได้หรอคะ” - งั้นแกมาซ่อมเสาไฟของแกให้หน่อย เบื่อแกประสานงานกับช่างให้ฉันละ แกทำได้ไหมล่ะ “คือเราได้เมลวันนึงมากมาย อ้อให้หาชื่อลูกค้าจากชื่อเมลหรอคะ แล้วลูกค้าจำได้ไหมคะว่าส่งมากี่โมง แล้วยอดเงินนี้คือของบิลไหน อ้อ มี attachment หรอ อ้อ ฟอร์มก็กรอกแล้วหรอคะ นี่ไม่รู้เลยนะคะ” - ดิฉันก็ว่างั้นแหละค่ะ,neg
ราชการซื้อโต๊ะจีนพรรคพลังประชารัฐ นายอำเภอพาพรรคพลังประชารัฐหาเสียง พรรคพลังประชารัฐซื้อเสียงผ่านบัตรคนจน คุณประวิตรทำตัวไม่รู้ไม่ชี้ ไม่หือไม่อือใดๆ แต่รถตุ๊กๆ ติดป้ายหนุนพรรคเพื่อไทย คุณประวิตรกลับเป็นเดือดเป็นร้อน จะเล่นงานเอาผิดเขา,neg
รายการไม่ดี ที่จับไม่ดีและสั้น,neg
รายได้ไม่เข้าเป้าแล้วมาขูดกับลูกค้าตัวเองนี่นะ ส่วนตัวผมสมัครทิ้งไว้ แต่ดูจริงๆไม่กี่เรื่อง อย่างซีรี่ส์จีน ไทย เกาหลีช่องอื่นเยอะแล้วไม่ต้องมีครับ ผมต้องการความเป็นดีสนีย์ แต่มันก็น้อยมากๆ เป็นแบบนี้ผมคงปล่อยแหละครับ,neg
ร้ายนะครับเนี่ย เปิดมาด้วยพรรคก้าวไกล แล้วพรรคอื่นจะไปต่อกันยังไง,neg
ร้ายมากนะ,neg
รำ,neg
รำคานคนแดกมาแล้ว,neg
รีบไปเถอะค่ะ ส่วยจะไปพร้อมกับท่านด้วยค่ะ...,neg
รีบไปเถอะประเทศไทยจะได้เจริญรุ่งเรืองอย่ามารอคาดหวังไปหวังดาวอังคารเลย,neg
รีบไปเรื่องเสียภาษีไม่ต้องสิตกกังวลว่าจะไปไม่ทันไม่ต้องโบกให้เมื่อยมือ ปวดหัวใจเรียกแล้วไม่ไป ใช้ Grabแอฟดี ได้รถไวด้วย ใช้ JustGrab เลย Chivas Regal #รีบไปใช้JustGrab,neg
รีบไปให้ไกล,neg
รีบออกซะทีถ่วงเวลาอยู่นั่นแหละ,neg
รีบเอาสว.ออกจากระบบให้ได้เร็วๆนะครับ เบื่อพวกนี้จริงๆ,neg
รีบๆไปเถอะ ประชาชนชัดเจนแล้ว,neg
รีบๆไปเร็วๆเบื่อหน้า,neg
รีวิว มาสคาร่า เมลินดา รุ่นแมกซี่ เคิร์ล นางกันน้ำได้จริง ให้คะแนน7/10 หักตรงที่ตัวเนื้อมันมากองอยุ่ที่แปรงปัดเยอะ…,neg
รีวิว เหล้า jameson โคตรกาก หวานเลี่ยนไม่อร่อยอย่างแรง,neg
รีวิวshowdc : อย่าเพิ่งมาอีสัส ร้างชิบผมใช้วีโก้นะแต่รีโว่ไปออกแบบมาใหม่เถอะ,neg
รีวิวชาชีสเอ็มเค กล้าเรียกตัวเองว่าชาชีสหรอ5555555555555555555555555555555555,neg
รีวิวผ้าอนามัยสั้นๆเลย เจ็บ,neg
รื้อฟื้นหา...เหี้ย,neg
รุ่นนี้หนักจริงครับ ผมคิดว่ารุ่นผมแย่แล้วนะ แต่นี่ทวีคูณกับที่ผมเจออีก ปล.ผมเป็นรุ่นแรกที่ประกาศใช้ระบบ TCAS ตอนนั้นปวดหัวมาก ต้องคอยติดตามข่าวตลอด เพราะนึกอยากจะทำอะไรก็ทำ ไม่มีแผนอะไรเลย แทนที่จะได้เอาเวลาไปอ่านหนังสือ ยังต้องเจียดเวลามานั่งลุ้นว่า ทปอ จะทำไงต่อ จะออกกฎอะไรเพิ่มอีก (เว็บไซต์เข้าไม่ได้ 2-3 วันเต็ม ตอนนั้นเครียดมาก เพราะต้องลงทะเบียนสอบรอบ3มั้ง จำไม่ได้ละ),neg
รุ่นผมว่าอับปรีแล้ว รุ่นนี้สุดเลย สงสารเด็กวะ,neg
รู้จักเพราะหนังค่ะ แต่ดูจบแล้วโกธรมากจริงๆ รับไม่ได้กับสิ่งที่เค้าถูกกระทำ,neg
รู้จักมั้ย. สว.  คำว่าถ่วงความเจริญ.  คิดเป็นมั้ย.  ใครชั่วใครดีย่อมรู้อยู่แก่ใจ 9ปีมาบ้านเมืองเจริญมั้ยครับ. หรือจะเอาเงินเดือนไปอีก9ปีแบบหวานๆไมอายบ้างรึไง,neg
รูปเนื้อจากบาบิก้อนน่าจะในหมูนะไม่น่าจะใช่ในวัว นี้กินซกเล็กบ่อยมากไม่เคยเจอ รึกุแดกแบบไม่มอง,neg
รู้มั้ย กูอยากเห็นอะไร อยากเห็นผู้ใหญ่ในทปอ.ก้มหัวแสดงความรับผิดชอบต่อหน้าสื่อ มึงงามหน้าขนาดนี้พูดลอยๆมาแค่ขอโทษเบาๆแล้วเปลี่ยนเรื่อง ที่ญป แค่ไอติมเขาจะปรับขึ้นราคามาเยนนึงผู้บริหารทั้งบอร์ดยังมาก้มหัวหน้าตึกขอโทษผู้บริโภค นี่กับเด็กม.6 เป็นแสน ไม่คิดจะรับผิดชอบหน่อยหรอ ,neg
รู้ละอำนาจไอ้ทหารชั่วพวกนั้นมันมีทหารเลวประยุทธในแบ่งเค้กจนร่ำรวยตรวจสอบไอ้ทหารยุทธไอ้ประยุทธและรัฐบาลมันให้ได้ไอ้พวกนี้คงร่ำรวยเอาเงินไปซ่อนที่ไหนสักแห่งตรวจสอบพวกมันให้ดี,neg
รู้และสวมันโง่แบบใครถึงไม่รู้ว่าตัวเองเป็นนักการเมือง,neg
รู้ว่าไปไม่ได้ก็หยุดให้เร็วๆคิดถึงประเทศและคนไทยที่เขาเบื่อที่คุมอำนาจทำให้บ้านเมืองถอยหลังมามากเกินจะเยียวยาแล้ว,neg
รู้สึกท้อแท้กับชีวิตมากอะ ,neg
รู้สึกท้อวะ เเค่คิดว่าเเบบคือเราต้องฝากอนาคตเราไว้กับองค์กรนี้จริงหรอวะคือเเบบ…หมดคำสิเว้า,neg
รู้สึกน่าอายมากเลยค่ะ ชาวบ้านทำธรรมดาพูดภาษาอังกฤษไม่ได้ยังไม่น่าอาย แต่ผู้นำประเทศที่พูดภาษาอังกฤษไม่ได้มันน่าอาย เพราะท่านเปรียบเสมือนตัวแทนของคนไทย และเป็นผู้บริหารของประเทศเรา,neg
รู้สึกผิดหวังมาก ไม่ใช่แบบที่หวังไว้เลยย,neg
รู้สึกว่าที่บ้านพลาดมากๆไม่น่ารีบออกpcxกับmazda2เลยอะตัวปีนี้สวยกว่าเยอะ😭,neg
รู้สึกอายกันถ้วนหน้า55,neg
รู้หรือยัง ประเทศเหลือมาหาวิทยาลัยรัฐไม่กี่ มหาลัย แล้ว อธิการพวกนี้ ไม่ใช่ข้าราชการ เขาไม่ได้ทำงานเพื่อสังคมหรอกครับ แต่เพื่อลูกเพื่อเมียเขาเป็นหลัก,neg
รู้เหตุแห่งทุกข์ก็จะแก้​ ไม่รอฟังพรรคก่อนหรือ​ เอาแต่ใจตัวเองเกินไปไหม? เจรจากัน​ ทำความเข้าใจแนวคิดฝ่ายอื่นบ้างน่าจะอารยะกว่าครับ,neg
เรโซน่า นี้แพ้เลยค่ะ แรงเกิน รักแร้นี่ดำมาก กลับไปใช้นีเวียเหมือนเดิม,neg
เรดเลเบิล ใส่โค้ก ปีโป้ นี่เยี่ยมสัด แดกแก้วเดียวละเมาคือไร คออ่อนละหรอ,neg
เร็วจริงๆค่ะชีวิตวัยเรียนกับวัยทำงานแตกต่างกันมากเรียนไม่ต้องใส่ใจอะไร แต่ก็ต้องเรียนให้ผ่านด้วย ทำงานต้องใส่ใจเรื่องยิบย่อยเยอะค่ะเวลาก็ไม่ค่อยมี แถมยังต้องวางแผนชีวิตตอนแก่อีก เฮ้อ,neg
เราก็ใช้โซฟีค่ะ แต่ทำไม…,neg
เราก็อยากจะทำแบบที่แกบอก แต่ตอนนั้นเรายังไม่กล้าพอ,neg
เรากำลังจะโหลดมาดู บอกได้คำเดียวว่าไม่อยากดู ,neg
เราคนนึง ติดตามและอยากเล่นกิจกรรมแบบนี้ ความที่คลิปแจ้งเตือนปุ๊ป ดูเสร็จ เรารีบออกไปจากสมุทรปราการ ขับมอไซไปคนเดี่ยว ไปแบบเสี่ยงๆ เสี่ยงแบบได้ไม่ได้ชั่งมัน ถือว่าสักครั้ง!!! สรุปไปปุ๊ป แจกไปแล้ว เสียดายมาก บุญยังไม่มี,neg
เราเคยเจอเรียกแล้วไม่มา 3 คันติด เหมือนมันแรนด้อมไปติดคันที่ใกล้ที่สุด เค้าก็จะเนียนไม่หือไม่อือโทไปไม่รับ แย่มากๆสู้เอาระบบเดิมมาดีกว่า มันดูเต็มใจทั้งสองฝ่าย ในส่วนของแท็กซี่นี่แย่สุดติ่งเลย ปรับปรุงด่วนจ้าาา แต่ส่วนของมอไซยังดีอยู่นะ,neg
เราเคยสั่งmamonde เบอร์11 กับร้านนี้นะ รอนานมากกกก,neg
เราเคยหน้าพังเพราะครีมนี้เลย ใช้สมัยหน้าเอ๊าะมัธยม จากหน้าใสๆใช้ครีมพอน ครีมโอเล่ก็ใสแล้วดันเชื่อเพื่อนอยากสวยใช้ไปสิ 5-6 ชุดพอหยุดหน้าแหกค่ะ สิวสารพัด หน้าเน่า หน้าพังหนักมากไปหาหมอหมดเยอะกว่าจะดีขึ้นปัจจุบันผ่านมาหลายปีหน้ายังไม่กลับมา 100% กลายเป็นคนผิวแพ้ง่ายมาก ใช้ไรก็แพ้ บอบบางมากสุดๆ ต้องระวัง ตอนนั้นหน้าใสที่หยุดเพราะออกแดดแล้วเห็นเส้นเลือดคือมันใสเกินไปใสจนเริ่มกลัวตัวเองตอนนั้นยอมรับว่าโง่อ่ะโง่มากๆ ซื้อได้ไงอิปุกขาวกับปุกเขียวๆนี้แหละหน้าแหกมาแล้ว ไม่ดิสเครดิตนะใช้เองโดนเองแหกเอง,neg
เราจะต้องการผู้นำที่พาเรามีชีวิตดีขึ้นกับคนเเบบนี้เหอออ,neg
เราจะต้องมาทรมานกับอาการผ้าอนามัยบาดในทุกๆเดือนเลยหรอวะ ฮืออออออ แดงหมดแล้วเด้อ,neg
เราจะทำตามสัญญา ขอเวลาอีกไม่นาน 5 ปี แล้วยังจะต่อไปอีก 4 ปีใหนว่าจะปฏิรูปก่อนเลือกตั้งผ่านมาห้าปียังไม่มีอะรัยสักอย่างปฏิวัติเพื่ออะรัยแล้วคนไทยได้อะรัย,neg
เราจะมีประธานสภา ที่เป็นคุณหมอไว้รักษาหมาและตัว..เหี้ย เวลากัดกันในสภา รักส้มชงชาติ,neg
เราใช้ กาวติดแน่นจนผ้าอนามัยติดไปกับกางเกงในเลย 555 ซักไปสองรอบกาวยังออกไม่หมดเลย,neg
เราใช้ซีวิค เวลาเช็คระยะทีนึงก็ตกประมาณ 4-5 พันเลยค่ะ ไม่รวมอะไหล่พิเศษต่างๆ เคยได้ยินว่าของโตโยต้าถูกกว่านี้ ฮือ,neg
เราเด็ก65ที่มาจากอนาคตมีอะไรบอก เสียเป็นพันไม่ได้สักมหาลัย ตอนนี้ก็กลายเป็นเด็กที่ไม่ได้คุณภาพในสายตาคนอื่น คนอื่นเขามีมหาลัยกันหมดยกเว้นเราอ่ะ555,neg
เราติดม.เกษตรค่ะ ดีใจกับเราไหมคะ ติดมาสองชั่วโมงกว่าแล้ว ติดยาวยันแยกรัชโยเลยค่ะ โอเค /กางเตนท์นอน,neg
เราเป็นคนดู ทำไมกูอายว่ะ,neg
เราเป็นคนนึงที่ไม่เคยผูกอะไรกับบัตรและบัญชีต่างๆเลย ซึ่งรู้สึกว่าคิดถูก ล่าสุดเจอทรูมูฟ คิดค่าเน็ตเกินราคา ถ้าผูกไว้ไม่รู้จะได้เงินคืนเมื่อไหร่เลยอะ,neg
เราเป็นแค่เด็กน่าตาขี้เหร่ๆ,neg
เราไปร้านจะไปกิน พนง.บอกรีฟิวยังมาไม่ถึง เราก็งงๆ55,neg
เราไปสาขาบิ๊กซีมหาชัยคือทั้งหมูและเนื้อบางมากๆๆๆขาดด้วย,neg
เราไม่ชอบเฌอปราง แบบเกลียดขี้หน้านาง,neg
เราไม่สามารถดึงเงินที่โอนไปผิดบัญชีกลับได้หรอวะ ไม่เข้าใจ,neg
เรารู้สึกว่าช่วงนี้เราซัฟเฟอร์มากๆ เรารู้สึกหมดไฟ หมดหวัง ไม่ค่อยเห็นทางออกในชีวิตที่จะต้องใช้ชีวิตอยู่ในประเทศนี้เท่าไหร่,neg
เราเรียนที่มน.เคยไปถูลานช่วยเพื่อนครั้งหนึ่งเพื่อนไปบนเรื่องสอบไว้ บน 10-20 รอบไม่ว่า เพื่อนบนไป 250 รอบ ถูช่วยมันแค่ 10 รอบพอจบ ไม่ไปถูช่วยมันอีกเลย เหนื่อยไม่ไหว,neg
เราอยู่ในกติกาเฮงซวย มันก็ต้องฉลาดแก้เกม  อุดมการณ์ควรมี แต่จะสู้กับ เกมสกปรกแบบนี้ไม่ได้ ไปทางตรงแบบที่มันไปไม่ได้ มันก็ต้องไปทางอ้อม ที่ทำให้ไปถึงจุดหมายปลายทางได้ และผลประโยชน์ประชาชนได้มากกว่าเสีย ก้าวไกลต้องยอมเสียม้า เพื่อรักษาเรือและขุนไว้ ไม่งั้นชนะเลือกตั้งแต่ต้องแพ้เกมนี้  นาทีนี้ ไม่เอา ภท. ปิดเกมไม่ได้แน่,neg
เริ่มขายของเยอะละช่องนี้,neg
เริ่มจะแตกแยกตอนเริ่มเช็คบิลรัฐบาลเก่า,neg
เริ่มเบื่อการไทน์อินโฆษณาDr.Jillในรายการทีวีละ คือเยอะเกิน แถมบางทีก็ดูไม่เนียน,neg
เรียกว่า “คาบ้าน” ครับ,neg
เรียน Comp sci ยิ่งเรียนยิ่งงง หลัง ๆ ไม่รู้เรื่องอะไรเลย,neg
เรียนเอกชนหรอทำไมโง่จัง? โง่เหี้ยอะไรบ้านกูมีตังไอสัด How to ตอบกลับเด็กกร่างที่คิดว่าแน่,neg
เรื่อง ม.112 คนทั้งประเทศก็รู้ว่าพรรคก้าวไกลต้องการแก้ไข ไม่ให้คนใช้ประโยชน์ ม.112 ฟ้องคนเห็นต่างเอาคนบริสุทธิ์ขังคุก ไม่ใช่ต้องการยกเลิก แต่ก็มีคนแถโดยเฉพาะพวก สว เพื่อโจมตีพรรคก้าวไกล เป็นการใส่ร้ายป้ายสีก้าวไกลแบบปัญญาอ่อน ไม่อายโลก,neg
เรื่องการเล่นมุกอยากให้พี่ๆระวังกันมากขึ้นมากๆเลยค่ะ อย่างการเล่นมุกหอย หอยอนุบาลอวบๆมันไม่ค่อยโอเคจริงๆ หนูว่ามันเด็กไปแถมตอนนี้ก็แทบจะมีทุกเพศทุกวัยที่ดูโอฮาน่า อยากให้ระวังเรื่องนี้มากๆเลยค่ะ,neg
เรื่องของมึงครับ กุสูบ Vape ฟินกว่าเยอะ กร๊ากกกก,neg
เรื่องของเรื่องคือ ไอ้ด๊อกเตอร์พวกนี้เนี่ย มันจบจากไหน และใครให้มันจบมาวะ? ดูมาจนป่านนี้ ไม่เห็นมีใครมีความคิดอ่านสมกับที่มีคุณวุฒิเป็นด๊อกเตอร์ซักคน,neg
เรื่องง่ายๆ ทำให้เป็นเรื่องยาก สลับซับซ้อน เพื่อจะโกง,neg
เรื่องจริงลุงไม่เชื่อ ลุงเลือกเชื่อแต่ข้อมูลผิดๆที่พวกประจบแต่งให้..เจริญล่ะ..บอกตรง  ค.,neg
เรื่องเซ็งๆ อยู่ๆ ไฟผ่าหมาก Vios ก็กระพริบเอง จนแบตหมด งงมาก สงสัยว่า หนูกัดสายไฟจนซ็อต กล่อง remote ที่รถเอ๋อ หรือสวิทซ์ประตูเสีย แต่ที่แน่ๆ แบตหมด ไม่รู้จะเปลี่ยนดีไหม เครียดดดดด 😤 #เปิดตัวกิ๊ก #น้องแมว,neg
เรื่องที่น่าดูน่าสนใจน้อยมาก ถ้าจะขึ้นไปขนาดนั้นมาก็ไม่ไหว,neg
เรื่องเทคนิคบางเรื่อง มาสด้าเองยังไม่รู้เลยครับ ต้องให้ลูกค้าคนใช่รถใช่แล้วไปบอก ขนาดน้ำมันเครื่องเกินขึ้นมา ลูกค้าส่วนใหญ่เขารู้ แต่มาสด้าไม่รู้ ตอบไม่ได้ว่ามันเพิ่มมันเกินมาจากไหน ซะงั้น,neg
เรื่องนโยบายนี่จำไม่หมดหรอกล่ะคนเข้าใจยากโง่ๆอย่างชั้นอ่ะ,neg
เรื่องนี้ดันมาให้ดังอีกสักทีก็ดีนะ จะได้หูตาสว่างขึ้นว่าไม่ใช่แค่การศึกษาไทยแย่แล้ว บุคลากรณ์ที่ทำงานก็ห่วยเช่นกัน,neg
เรื่องมันเศร้า,neg
เรื่องรถฮุนได กูร้องเชี่ยหนักมาก คือนั่นรถนะ ด้อมนี้นี่แม่ง กูยอม,neg
เรื่องสมัครฟรี เชี่ย แล้วเด็กเก่งที่ไม่มีตังอ่ะ? ก็คือหมดโอกาส?เรามีคนมาดูแลอนาคตของชาติที่มีชุดความคิดแบบนี้ได้ยังไงวะบัดซบชิบหายงง กับเรื่อง ป่วย อุบัติเหตุ หรือเข้าโรงพยาบาลอ่ะ มันควรมีแผนรองรับนะ การสอบเข้ามหาลัยมันมีมาเป็นหลายสิบปีแล้วอ่ะ มันควรมีแผนรองรับเหตุสุดวิสัยพวกนี้บ้างป่าววะ ห่าเหว,neg
เรืองอาหารแพงในสนามบิน ไม่ใช่แค่สุวรรณภูมิ ดอนเมืองนะครับ ทุกสนามบินที่ การท่าฯ ดูแลนั่นแหละ เก็บค่าที่แพง สัมปทานแพง ต้นทุนคนเช่าก็สูง เสือนอนกินสุดๆ โบนัสเยอะมากๆ แต่บริการ และความสะอาด ระบบระเบียบแย่เหมือนเดิม องค์กรรัฐวิสาหกิจแบบนี้คือสุดๆ อ่ะ!,neg
แรกเข้ามาดูแลบ้านเมืองให้สงบ จะไม่เล่นการเมือง พอมานั่งเก้าอี้นายกไม่อยากจะลงเก้าอี้ซะอย่างนั้น,neg
โรงไฟฟ้าเค้าก้อจะยกแม้เมาะโมเดลมาสู้ตลอดละครับ แต่พอบ้างทำไมไม่สร้างบ้านคนที่สนับสนุนเยอะๆละ เงียบ,neg
โรงแรมค่อนข้างลึก ไม่สะดวกถ้าไม่มีรถ,neg
โรงละครแห่งชาติ แสดงละครครั้งใหญ่เป็นยุทธการเพื่อคงอำนาจ,neg
ไร้ความรับผิดชอบสิ้นดี ,neg
ไร้ความสามารถแล้วยังไงไร้ยางอายอีก,neg
ไร้ค่า,neg
ไร้ค่า ธนธร,neg
ไร้ค่าหมดสภาพเจอแน่นอนต้องตรวจสอบมันทุกเรื่อง,neg
ไร้ประโยชน์จริงๆ,neg
ไรมึงอีก,neg
ไรวะ ทวิตไม่จบเลย จะทวิตว่า กินฟูลมูนขวดเดียว มึนหัวชิบ!! รู้สึกจะอ้วก โหวงเหวง อีบ้า คออ่อนในจุดที่ ขวดเดียวก็จะลงไปกองที่พื้น,neg
ไร้สาระ หนังเด็กปัญญาอ่อน,neg
ลงจากอำนาจเมื่อไหร่ คดีเหมืองทองอัคราตามหลอกหลอนท่านแน่555,neg
ลงทะเบียนเลือกตั้งนอกเขตไม่ทัน แต่ก็รู้เลยว่าเป็นการเลือกตั้งที่เสียดายมากที่สุดในชีวิตแน่นอนนน ที่ไม่ได้ไปลงใช้สิทธิ์,neg
ลงโทษให้ม้าชำเรา,neg
ลงไปยุในโรงครึ่งตัวละ แต่ยังมาเสือกกับโลกอีก5555,neg
ลงเลือกใหม่ก็ไม่เลือกครับ,neg
ลงหลุมไปได้แล้วไม่มีใครเอานอกจากพวกหน้าด้านเท่านั้นใช่หรือไม่,neg
ลงหลุมไปส่ะพร้อมพวกพ้องของคุณ,neg
ลดความอ้วนอยู่ อดเลย,neg
ลดพิเศษเเต่ของน้อยไม่ค่อยเติม,neg
ลดมาเดือนนึง ตอนขึ้นอาทิตย์เดียว เพลียค่ะ,neg
ลดแล้วยังแพงเลยห่า 55555,neg
ลบเก่งบล๊อคเก่งนะไอ้หมอหงอก,neg
ล้มเหลวตั้งแต่ระบบการเรียนการสอนไปจนถึงระบบสอบเข้ามหาลัย,neg
ลองกินสเมอนอฟตัวแอล7% อีห่าร้อนคอชิบหาย แต่รสชาติโอเคให้ผ่าน,neg
ลองกินใส่ลีโอแล้วเมาเหี้ยๆ,neg
ลองใช้เจ้าผ้าอนามัยคูลลิ่งเฟรชครั้งแรก ไม่เย็นแบบสบายด้วยแต่เย็นแปลกๆอะ ไม่เวิร์คกับเราเหลย ดีแค่ชอบตรงแผ่นกลางวันแต่บ๊างบางเนี่ย,neg
ลองดิกาก555,neg
ลองไปที่อื่นสินี้ใด้หน้าใหม่แน่นอนนี้ตามให้กุมาอยู่แต่ที่ของมึงมันก้หน้าเดิมสิพุดมาใด้ตัวยากเป้นคึดว่าโดนเลือกมางัยบังคับเขาต่างหากยากเห้นหย้าใหม่จริงๆๆ,neg
ลองไปแล้ว1ขวดนอนตายทั้งวัน. #ปวดหัวมาก,neg
ลองมาแล้วสู้cx3ไม่ได้ทั้งระบบ,neg
"ลองแล้วอ่ะแอด เหมือนเอ็มร้อยผสมโซดา แต่ทำไมรู้สึกเบากว่าสเมอร์นอฟ -,.-? #ไม่อร่อยอย่าแดก",neg
ลองเอาปืนจ่อหัวมันแล้วถามมันว่ารถกะชีวิตมันมันเลือกอะใรดูซิมันจะเลือกรถใหมใอ้ระยำน๊อต,neg
ล๊อตไวเลอรรรรรเชื่องจัง,neg
ลอลีเอะสีเขียว เกงในแทบฉีก ใช้มาจะ10ปีละ,neg
